yr,mn,sub,cst_n,cst,pty_n,pty,can,vv1,cv1,cvs1,pv1,pvs1,seat
1992,11,tennessee,tennessee 1,360,write-in,4998,-990,170158,10,5.88E-05,10,5.88E-05,-990
1992,11,new mexico,new mexico 3,255,republican,583,f. gregg bemis,182217,54569,0.2994726,54569,0.2994726,-990
1992,11,massachusetts,massachusetts 7,190,democrat,180,edward j. markey,281558,174837,0.62096262,174837,0.62096262,-990
1992,11,new jersey,new jersey 3,242,independent,6042,martin t. king,255798,593,0.002318236,593,0.002318236,-990
1992,11,delaware,delaware 1,83,libertarian,409,peggy schmitt,276124,5661,0.020501658,5661,0.020501658,-990
1992,11,new york,new york 8,263,democrat,180,jerrold nadler,227585,132172,0.58075881,132172,0.58075881,-990
1992,11,michigan,michigan 5,198,workers world,755,lloyd clarke,244992,4270,0.017429141,4270,0.017429141,-990
1992,11,massachusetts,massachusetts 7,190,others,4000,-990,281558,38,0.000134963,38,0.000134963,-990
1992,11,california,california 25,43,republican,583,"howard p. ""buck"" mckeon",218715,113611,0.519447684,113611,0.519447684,-990
1992,11,new york,new york 22,277,democrat,180,david roberts,284496,86896,0.305438399,86896,0.305438399,-990
1992,11,new york,new york 16,271,scattering,4000,-990,132082,38885,0.294400454,38885,0.294400454,-990
1992,11,virginia,virginia 7,409,republican,583,thomas j. bliley,255375,211618,0.828655899,211618,0.828655899,-990
1992,11,california,california 43,61,american independent,41,gary r. odom,190639,6095,0.031971421,6095,0.031971421,-990
1992,11,new jersey,new jersey 5,244,justice,372,george lahood,274371,994,0.003622832,994,0.003622832,-990
1992,11,wisconsin,wisconsin 3,428,independent,6111,jay b. evenson,260335,4736,0.018191945,4736,0.018191945,-990
1992,11,louisiana,louisiana 7,173,democrat,180,james a. hayes,-992,-992,-992,-992,-992,-992
1992,11,oregon,oregon 2,326,democrat,180,denzel ferguson,274478,90036,0.328026295,90036,0.328026295,-990
1992,11,new york,new york 6,261,republican,583,dianand d. bhagwandin,160228,18725,0.116864718,18725,0.116864718,-990
1992,11,wisconsin,wisconsin 8,433,republican,583,toby roth,273532,191704,0.700846672,191704,0.700846672,-990
1992,11,minnesota,minnesota 5,214,natural law,457,mary mellen,277094,5499,0.019845251,5499,0.019845251,-990
1992,11,alabama,alabama 1,1,write-in,4998,-990,214204,40,0.000186738,40,0.000186738,-990
1992,11,new jersey,new jersey 5,244,republican,583,marge roukema,274371,196198,0.715082884,196198,0.715082884,-990
1992,11,mississippi,mississippi 5,222,democrat,180,gene taylor,191058,120766,0.632090807,120766,0.632090807,-990
1992,11,massachusetts,massachusetts 10,193,others,4000,-990,311650,30,9.63E-05,30,9.63E-05,-990
1992,11,tennessee,tennessee 6,365,democrat,180,bart gordon,212428,120177,0.565730512,120177,0.565730512,-990
1992,11,new york,new york 31,286,republican,583,amo houghton,247194,133758,0.54110539,133758,0.54110539,-990
1992,11,florida,florida 5,88,republican,583,tom hogan,263549,114356,0.433907926,114356,0.433907926,-990
1992,11,new jersey,new jersey 7,246,america first populist,28,john l. kucek,248082,844,0.003402101,844,0.003402101,-990
1992,11,new jersey,new jersey 6,245,socialist workers,622,simone berg,226093,613,0.002711274,613,0.002711274,-990
1992,11,texas,texas 10,378,independent,6089,jeff davis,261892,6056,0.023124035,6056,0.023124035,-990
1992,11,florida,florida 23,106,democrat,180,alcee l. hastings,143935,84249,0.585326731,84249,0.585326731,-990
1992,11,new york,new york 13,268,democrat,180,sal f. albanese,217142,68738,0.316557825,68738,0.316557825,-990
1992,11,new york,new york 28,283,scattering,4000,-990,275326,20248,0.073541909,20248,0.073541909,-990
1992,11,new york,new york 30,285,right-to-life,592,mary f. refermat,265097,6025,0.02272753,6025,0.02272753,-990
1992,11,california,california 19,37,democrat,180,richard h. lehman,216640,101619,0.469068497,101619,0.469068497,-990
1992,11,pennsylvania,pennsylvania 14,343,democrat,180,william j. coyne,229038,165633,0.723168194,165633,0.723168194,-990
1992,11,california,california 45,63,libertarian,409,gary d. copeland,227016,14777,0.065092325,14777,0.065092325,-990
1992,11,new york,new york 11,266,scattering,4000,-990,128151,42657,0.332865149,42657,0.332865149,-990
1992,11,illinois,illinois 10,131,democrat,180,michael j. kennedy,240630,85400,0.354901731,85400,0.354901731,-990
1992,11,alabama,alabama 5,5,democrat,180,robert e. (bud) cramer,244133,160060,0.655626237,160060,0.655626237,-990
1992,11,ohio,ohio 4,303,democrat,180,raymond m. ball,240440,92608,0.385160536,92608,0.385160536,-990
1992,11,florida,florida 21,104,republican,583,lincoln diaz-balart,-992,-992,-992,-992,-992,-992
1992,11,missouri,missouri 1,223,democrat,180,william (bill) clay,233175,158693,0.680574656,158693,0.680574656,-990
1992,11,kansas,kansas 1,157,libertarian,409,steven a. rosile,285297,6765,0.023712132,6765,0.023712132,-990
1992,11,new jersey,new jersey 9,248,democrat,180,robert g. torricelli,238704,139188,0.58309871,139188,0.58309871,-990
1992,11,california,california 30,48,democrat,180,xavier becerra,83543,48800,0.584130347,48800,0.584130347,-990
1992,11,michigan,michigan 10,203,republican,583,douglas carl,260213,114918,0.441630512,114918,0.441630512,-990
1992,11,washington,washington 4,417,democrat,180,jay inslee,209584,106556,0.508416653,106556,0.508416653,-990
1992,11,new york,new york 23,278,republican,583,sherwood l. boehlert,252880,139774,0.552728593,139774,0.552728593,-990
1992,11,iowa,iowa 2,153,scattering,4000,-990,267892,29,0.000108253,29,0.000108253,-990
1992,11,michigan,michigan 10,203,democrat,180,david e. bonior,260213,138193,0.531076491,138193,0.531076491,-990
1992,11,kansas,kansas 3,159,democrat,180,tom love,292791,110071,0.375937104,110071,0.375937104,-990
1992,11,texas,texas 15,383,democrat,180,e de la garza,142900,86351,0.604275703,86351,0.604275703,-990
1992,11,new york,new york 10,265,democrat,180,edolphus towns,160115,93801,0.585835159,93801,0.585835159,-990
1992,11,indiana,indiana 8,149,democrat,180,frank mccloskey,238397,125244,0.525358975,125244,0.525358975,-990
1992,11,maryland,maryland 8,183,republican,583,constance a. morella,280419,203377,0.725261152,203377,0.725261152,-990
1992,11,michigan,michigan 2,195,libertarian,409,dick jacobs,246761,4840,0.019614121,4840,0.019614121,-990
1992,11,vermont,vermont 1,402,independent,6095,bernard sanders,281626,162724,0.577801764,162724,0.577801764,-990
1992,11,georgia,georgia 4,110,republican,583,john linder,250314,126495,0.505345285,126495,0.505345285,-990
1992,11,alabama,alabama 6,6,republican,583,spencer t. bachus iii,280139,146599,0.523308098,146599,0.523308098,-990
1992,11,colorado,colorado 4,74,democrat,180,tom redder,241841,101957,0.421586901,101957,0.421586901,-990
1992,11,pennsylvania,pennsylvania 19,348,independent,6061,thomas m. humbert,217587,44190,0.203091174,44190,0.203091174,-990
1992,11,idaho,idaho 1,120,independent,6022,"henry ""sonny"" kinsey",242790,4567,0.018810494,4567,0.018810494,-990
1992,11,michigan,michigan 16,209,democrat,180,john d. dingell,240936,156964,0.651475906,156964,0.651475906,-990
1992,11,new hampshire,new hampshire 1,238,democrat,180,bob preston,255681,108578,0.424661994,108578,0.424661994,-990
1992,11,indiana,indiana 1,142,democrat,180,peter j. visclosky,211824,147054,0.694227278,147054,0.694227278,-990
1992,11,colorado,colorado 3,73,write-in,4998,-990,261964,2,7.63E-06,2,7.63E-06,-990
1992,11,indiana,indiana 1,142,republican,583,david j. vucich,211824,64770,0.305772722,64770,0.305772722,-990
1992,11,ohio,ohio 17,316,democrat,180,james a. traficant,257246,216503,0.841618538,216503,0.841618538,-990
1992,11,illinois,illinois 15,136,write-in,4998,-990,239586,229,0.000955815,229,0.000955815,-990
1992,11,california,california 48,66,democrat,180,michael farber,230495,67415,0.292479217,67415,0.292479217,-990
1992,11,massachusetts,massachusetts 3,186,democrat,180,joseph d. early,260932,115587,0.442977488,115587,0.442977488,-990
1992,11,california,california 31,49,democrat,180,matthew g. martinez,109197,68324,0.625694871,68324,0.625694871,-990
1992,11,minnesota,minnesota 5,214,socialist workers,622,christopher nisan,277094,2062,0.007441518,2062,0.007441518,-990
1992,11,michigan,michigan 7,200,libertarian,409,kenneth l. proctor,152868,18751,0.122661382,18751,0.122661382,-990
1992,11,california,california 47,65,peace and freedom,496,maxine b. quirk,254257,12297,0.048364449,12297,0.048364449,-990
1992,11,iowa,iowa 4,155,scattering,4000,-990,257593,152,0.000590078,152,0.000590078,-990
1992,11,ohio,ohio 6,305,democrat,180,ted strickland,241972,122720,0.507166147,122720,0.507166147,-990
1992,11,maryland,maryland 3,178,republican,583,william t. s. bricker,222223,58869,0.264909565,58869,0.264909565,-990
1992,11,california,california 25,43,green,252,charles wilken,218715,6919,0.031634774,6919,0.031634774,-990
1992,11,wisconsin,wisconsin 4,429,democrat,180,gerald d. kleczka,263803,173482,0.657619536,173482,0.657619536,-990
1992,11,california,california 36,54,libertarian,409,marc f. denny,259757,5504,0.021189034,5504,0.021189034,-990
1992,11,illinois,illinois 19,140,write-in,4998,-990,270685,3,1.11E-05,3,1.11E-05,-990
1992,11,texas,texas 11,379,democrat,180,chet edwards,178032,119999,0.674030483,119999,0.674030483,-990
1992,11,indiana,indiana 8,149,independent,6026,john w. taylor,238397,3098,0.01299513,3098,0.01299513,-990
1992,11,california,california 31,49,republican,583,reuben d. franco,109197,40873,0.374305159,40873,0.374305159,-990
1992,11,massachusetts,massachusetts 8,191,unenrolled/independent,6121,alice harriett nakash,180484,30402,0.168447062,30402,0.168447062,-990
1992,11,florida,florida 20,103,republican,583,beverly kennedy,237889,91589,0.385007292,91589,0.385007292,-990
1992,11,california,california 26,44,libertarian,409,bernard zimring,120908,3468,0.028682966,3468,0.028682966,-990
1992,11,california,california 3,21,libertarian,409,ross crain,238685,20444,0.085652642,20444,0.085652642,-990
1992,11,new jersey,new jersey 3,242,donald of moorestown,192,william donald mcmahon,255798,901,0.003522311,901,0.003522311,-990
1992,11,new jersey,new jersey 7,246,independent,6045,eugene j. gillespie,248082,4043,0.016297031,4043,0.016297031,-990
1992,11,california,california 9,27,peace and freedom,496,dave linn,228467,10472,0.045835942,10472,0.045835942,-990
1992,11,new york,new york 27,282,right-to-life,592,-990,277339,12213,0.044036359,12213,0.044036359,-990
1992,11,new york,new york 3,258,right-to-life,592,louis p. roccanova,293639,6888,0.023457374,6888,0.023457374,-990
1992,11,alabama,alabama 1,1,democrat,180,william a. brewer,214204,78742,0.367602855,78742,0.367602855,-990
1992,11,colorado,colorado 3,73,republican,583,scott mcinnis,261964,143293,0.546994984,143293,0.546994984,-990
1992,11,california,california 44,62,republican,583,alfred a. (al) mccandless,203541,110333,0.542067707,110333,0.542067707,-990
1992,11,pennsylvania,pennsylvania 17,346,republican,583,george w. gekas,216039,150158,0.695050418,150158,0.695050418,-990
1992,11,minnesota,minnesota 4,213,independent-republican,343,ian maitland,277956,101744,0.366043538,101744,0.366043538,-990
1992,11,massachusetts,massachusetts 10,193,freedom for larouche,238,robert w. knapp,311650,1106,0.003548853,1106,0.003548853,-990
1992,11,california,california 32,50,peace and freedom,496,william r. williams,172812,9782,0.056604866,9782,0.056604866,-990
1992,11,massachusetts,massachusetts 10,193,unenrolled,6120,jon l. bryan,311650,39265,0.125990689,39265,0.125990689,-990
1992,11,new york,new york 16,271,republican,583,michael walters,132082,6741,0.051036477,6741,0.051036477,-990
1992,11,minnesota,minnesota 5,214,new alliance party,461,sandra coleman,277094,5927,0.021389853,5927,0.021389853,-990
1992,11,illinois,illinois 5,126,republican,583,elias r. zenkich,232083,90738,0.390972197,90738,0.390972197,-990
1992,11,idaho,idaho 1,120,democrat,180,larry larocco,242790,140985,0.580686986,140985,0.580686986,-990
1992,11,california,california 37,55,democrat,180,walter r. tucker iii,113337,97159,0.857257545,97159,0.857257545,-990
1992,11,california,california 47,65,democrat,180,john f. anwiler,254257,76924,0.302544266,76924,0.302544266,-990
1992,11,minnesota,minnesota 4,213,socialist workers,622,jo rothenberg,277956,1236,0.004446747,1236,0.004446747,-990
1992,11,michigan,michigan 5,198,write-in,4998,-990,244992,6,2.45E-05,6,2.45E-05,-990
1992,11,texas,texas 29,397,democrat,180,gene green,98673,64064,0.649255633,64064,0.649255633,-990
1992,11,california,california 33,51,peace and freedom,496,tim delia,50779,2135,0.042044941,2135,0.042044941,-990
1992,11,massachusetts,massachusetts 6,189,others,4000,-990,290312,899,0.003096669,899,0.003096669,-990
1992,11,florida,florida 4,87,republican,583,tillie fowler,239471,135883,0.5674299,135883,0.5674299,-990
1992,11,wisconsin,wisconsin 9,434,libertarian,409,jeffrey holt millikin,276787,1881,0.006795839,1881,0.006795839,-990
1992,11,illinois,illinois 13,134,write-in,4998,-990,262255,13,4.96E-05,13,4.96E-05,-990
1992,11,illinois,illinois 18,139,democrat,180,ronald c. hawkins,270976,114413,0.422225595,114413,0.422225595,-990
1992,11,ohio,ohio 9,308,democrat,180,marcy kaptur,243102,178879,0.735818684,178879,0.735818684,-990
1992,11,new york,new york 12,267,scattering,4000,-990,104485,31418,0.30069387,31418,0.30069387,-990
1992,11,nebraska,nebraska 3,235,democrat,180,lowell fisher,238355,67457,0.283010632,67457,0.283010632,-990
1992,11,utah,utah 1,399,republican,583,james v. hansen,245254,160037,0.652535737,160037,0.652535737,-990
1992,11,georgia,georgia 9,115,democrat,180,nathan deal,190943,113024,0.591925323,113024,0.591925323,-990
1992,11,massachusetts,massachusetts 8,191,others,4000,-990,180484,179,0.000991778,179,0.000991778,-990
1992,11,california,california 26,44,democrat,180,howard l. berman,120908,73807,0.61043936,73807,0.61043936,-990
1992,11,south carolina,south carolina 3,355,democrat,180,butler derrick,194864,119119,0.611293018,119119,0.611293018,-990
1992,11,tennessee,tennessee 9,368,independent,6087,james vandergriff,212755,12265,0.057648469,12265,0.057648469,-990
1992,11,new jersey,new jersey 5,244,libertarian,409,michael v. pierone,274371,2636,0.00960743,2636,0.00960743,-990
1992,11,arizona,arizona 6,14,democrat,180,karan english,234372,124251,0.530144393,124251,0.530144393,-990
1992,11,michigan,michigan 13,206,tisch independent citizens,678,paul steven jensen,245888,3314,0.013477681,3314,0.013477681,-990
1992,11,georgia,georgia 11,117,republican,583,woodrow lovett,164400,44221,0.268984199,44221,0.268984199,-990
1992,11,texas,texas 20,388,democrat,180,henry b. gonzalez,-992,-992,-992,-992,-992,-992
1992,11,connecticut,connecticut 1,77,a connecticut party,2,-990,245430,51897,0.211453363,51897,0.211453363,-990
1992,11,new jersey,new jersey 6,245,democrat,180,frank pallone,226093,118266,0.523085654,118266,0.523085654,-990
1992,11,georgia,georgia 11,117,democrat,180,cynthia a. mckinney,164400,120168,0.730948925,120168,0.730948925,-990
1992,11,missouri,missouri 5,227,libertarian,409,grant stauffer,255312,4629,0.018130757,4629,0.018130757,-990
1992,11,new york,new york 13,268,scattering,4000,-990,217142,24894,0.114643872,24894,0.114643872,-990
1992,11,kansas,kansas 2,158,republican,583,jim van slyke,268806,109801,0.40847674,109801,0.40847674,-990
1992,11,hawaii,hawaii 2,119,libertarian,409,lloyd jeff mallan,180955,9431,0.052117929,9431,0.052117929,-990
1992,11,new york,new york 23,278,scattering,4000,-990,252880,33218,0.131358743,33218,0.131358743,-990
1992,11,hawaii,hawaii 2,119,democrat,180,patsy t. mink,180955,131454,0.726445794,131454,0.726445794,-990
1992,11,texas,texas 12,380,republican,583,david hobbs,199924,74432,0.372301489,74432,0.372301489,-990
1992,11,pennsylvania,pennsylvania 16,345,republican,583,robert s. walker,212564,137823,0.648383558,137823,0.648383558,-990
1992,11,connecticut,connecticut 4,80,natural law,457,ronald m. fried,219615,1445,0.006579696,1445,0.006579696,-990
1992,11,pennsylvania,pennsylvania 3,332,republican,583,charles f. dougherty,221971,86787,0.390983492,86787,0.390983492,-990
1992,11,california,california 26,44,peace and freedom,496,margery hinds,120908,7180,0.059383996,7180,0.059383996,-990
1992,11,texas,texas 7,375,republican,583,bill archer,-992,-992,-992,-992,-992,-992
1992,11,washington,washington 1,414,natural law,457,anne fleming,271274,4211,0.015523051,4211,0.015523051,-990
1992,11,alaska,alaska 1,8,green,252,mike milligan,239116,9529,0.03985095,9529,0.03985095,-990
1992,11,michigan,michigan 13,206,no party affiliation,6117,randall f. roe,245888,8626,0.035081014,8626,0.035081014,-990
1992,11,texas,texas 12,380,democrat,180,pete geren,199924,125492,0.627698541,125492,0.627698541,-990
1992,11,arkansas,arkansas 3,17,independent,6008,ralph forbes,249494,6329,0.025367344,6329,0.025367344,-990
1992,11,ohio,ohio 14,313,republican,583,robert morgan,243994,78659,0.322380871,78659,0.322380871,-990
1992,11,iowa,iowa 3,154,republican,583,jim lightfoot,257276,125931,0.48947823,125931,0.48947823,-990
1992,11,new york,new york 15,270,liberal,402,-990,154358,3782,0.024501484,3782,0.024501484,-990
1992,11,new jersey,new jersey 6,245,capitalist,109,charles h. dickson,226093,273,0.001207468,273,0.001207468,-990
1992,11,oregon,oregon 3,327,republican,583,al ritter,269879,50235,0.186138973,50235,0.186138973,-990
1992,11,new york,new york 4,259,scattering,4000,-990,261812,41168,0.157242596,41168,0.157242596,-990
1992,11,tennessee,tennessee 8,367,independent,6082,lawrence j. barnes,163432,9605,0.058770619,9605,0.058770619,-990
1992,11,new jersey,new jersey 13,252,socialist workers,622,jane harris,145714,1406,0.009649038,1406,0.009649038,-990
1992,11,illinois,illinois 9,130,republican,583,herb sohn,239703,64760,0.270167679,64760,0.270167679,-990
1992,11,connecticut,connecticut 3,79,republican,583,tom scott,247531,84952,0.343197405,84952,0.343197405,-990
1992,11,new york,new york 5,260,scattering,4000,-990,256555,45724,0.178222999,45724,0.178222999,-990
1992,11,oklahoma,oklahoma 4,322,democrat,180,dave mccurdy,199076,140841,0.707473516,140841,0.707473516,-990
1992,11,massachusetts,massachusetts 5,188,others,4000,-990,256564,223,0.000869179,223,0.000869179,-990
1992,11,new jersey,new jersey 3,242,democrat,180,timothy e. ryan,255798,94012,0.367524385,94012,0.367524385,-990
1992,11,new york,new york 22,277,scattering,4000,-990,284496,33164,0.116571061,33164,0.116571061,-990
1992,11,ohio,ohio 14,313,democrat,180,thomas c. sawyer,243994,165335,0.6776191,165335,0.6776191,-990
1992,11,pennsylvania,pennsylvania 9,338,democrat,180,bud shuster,-992,-992,-992,-992,-992,-992
1992,11,connecticut,connecticut 6,82,independent,6012,charles pearl,239597,1677,0.006999253,1677,0.006999253,-990
1992,11,mississippi,mississippi 2,219,republican,583,dorothy (dot) benford,174609,41248,0.236230657,41248,0.236230657,-990
1992,11,california,california 22,40,green,252,mindy lorenz,249926,23699,0.094824068,23699,0.094824068,-990
1992,11,wisconsin,wisconsin 1,426,independent,6109,john graf,256280,4391,0.017133605,4391,0.017133605,-990
1992,11,new york,new york 12,267,liberal,402,ruben franco,104485,1556,0.01489209,1556,0.01489209,-990
1992,11,oregon,oregon 3,327,democrat,180,ron wyden,269879,208028,0.770819545,208028,0.770819545,-990
1992,11,new york,new york 4,259,right-to-life,592,vincent p. garbitelli,261812,9548,0.036468916,9548,0.036468916,-990
1992,11,new jersey,new jersey 11,250,independent,6047,howard safier,268436,1711,0.006373959,1711,0.006373959,-990
1992,11,washington,washington 7,420,democrat,180,jim mcdermott,283950,222604,0.783954918,222604,0.783954918,-990
1992,11,mississippi,mississippi 4,221,independent,6036,liz gilchrist,194544,10523,0.054090593,10523,0.054090593,-990
1992,11,california,california 27,45,republican,583,carlos j. moorhead,212450,105521,0.49668628,105521,0.49668628,-990
1992,11,new york,new york 11,266,conservative,155,michael gaffney,128151,4287,0.033452723,4287,0.033452723,-990
1992,11,pennsylvania,pennsylvania 2,331,socialist workers,622,mark wyatt,213927,1666,0.007787703,1666,0.007787703,-990
1992,11,arkansas,arkansas 1,15,democrat,180,blanche m. lambert,214176,149558,0.698294878,149558,0.698294878,-990
1992,11,california,california 41,59,democrat,180,bob baker,170666,58777,0.344397843,58777,0.344397843,-990
1992,11,texas,texas 30,398,libertarian,409,ken ashby,150747,5063,0.033586074,5063,0.033586074,-990
1992,11,tennessee,tennessee 8,367,independent,6084,john e. vinson,163432,5435,0.033255421,5435,0.033255421,-990
1992,11,wisconsin,wisconsin 7,432,democrat,180,david r. obey,257982,166200,0.644231021,166200,0.644231021,-990
1992,11,pennsylvania,pennsylvania 8,337,republican,583,james c. greenwood,249538,129593,0.519331753,129593,0.519331753,-990
1992,11,tennessee,tennessee 3,362,republican,583,zach wamp,216533,102763,0.474583536,102763,0.474583536,-990
1992,11,new york,new york 5,260,right-to-life,592,andrew j. duff,256555,5448,0.021235213,5448,0.021235213,-990
1992,11,florida,florida 22,105,independent,6018,michael f. petrie,247088,6312,0.025545554,6312,0.025545554,-990
1992,11,connecticut,connecticut 4,80,a connecticut party,2,al smith,219615,11679,0.053179428,11679,0.053179428,-990
1992,11,texas,texas 27,395,democrat,180,solomon p. ortiz,156844,87022,0.554831564,87022,0.554831564,-990
1992,11,arizona,arizona 1,9,democrat,180,sam coppersmith,254789,130715,0.513032377,130715,0.513032377,-990
1992,11,michigan,michigan 12,205,write-in,4998,-990,261349,3,1.15E-05,3,1.15E-05,-990
1992,11,illinois,illinois 18,139,write-in,4998,-990,270976,30,0.000110711,30,0.000110711,-990
1992,11,oklahoma,oklahoma 6,324,democrat,180,glenn english,198802,134734,0.677729607,134734,0.677729607,-990
1992,11,new york,new york 9,264,democrat,180,charles e. schumer,213204,111424,0.522616863,111424,0.522616863,-990
1992,11,california,california 38,56,libertarian,409,blake ashley,189321,6756,0.035685424,6756,0.035685424,-990
1992,11,virginia,virginia 10,412,independent,6099,alan r. ogden,227191,6874,0.03025648,6874,0.03025648,-990
1992,11,south carolina,south carolina 1,353,american,29,john r. peeples,184549,2608,0.014131748,2608,0.014131748,-990
1992,11,new york,new york 14,269,republican,583,bill green,238720,92034,0.385531157,92034,0.385531157,-990
1992,11,oregon,oregon 1,325,miscellaneous,4000,-990,294154,251,0.000853295,251,0.000853295,-990
1992,11,south dakota,south dakota 1,359,libertarian,409,robert j. newland,332902,3931,0.01180828,3931,0.01180828,-990
1992,11,illinois,illinois 12,133,republican,583,mike starr,236877,68115,0.287554294,68115,0.287554294,-990
1992,11,virginia,virginia 8,410,write-in,4998,-990,247126,266,0.001076374,266,0.001076374,-990
1992,11,kansas,kansas 3,159,republican,583,jan meyers,292791,169929,0.580376446,169929,0.580376446,-990
1992,11,tennessee,tennessee 7,366,republican,583,don sundquist,202866,125101,0.616668165,125101,0.616668165,-990
1992,11,new jersey,new jersey 2,241,libertarian,409,roger w. bacon,237027,2575,0.010863741,2575,0.010863741,-990
1992,11,oklahoma,oklahoma 3,321,democrat,180,bill k. brewster,207659,155934,0.750913739,155934,0.750913739,-990
1992,11,new jersey,new jersey 4,243,republican,583,christopher h. smith,241225,149095,0.618074417,149095,0.618074417,-990
1992,11,new york,new york 1,256,long island first,420,-990,257043,6032,0.023466891,6032,0.023466891,-990
1992,11,pennsylvania,pennsylvania 16,345,democrat,180,robert peters,212564,74741,0.351616442,74741,0.351616442,-990
1992,11,california,california 28,46,republican,583,david dreier,209382,122353,0.58435303,122353,0.58435303,-990
1992,11,illinois,illinois 7,128,natural law,457,geri knoll mclauchlan,225281,2413,0.010711067,2413,0.010711067,-990
1992,11,washington,washington 1,414,democrat,180,maria cantwell,271274,148844,0.548685074,148844,0.548685074,-990
1992,11,iowa,iowa 4,155,grass roots,251,william c. oviatt,257593,2359,0.009157858,2359,0.009157858,-990
1992,11,texas,texas 24,392,democrat,180,martin frost,174216,104174,0.597958863,104174,0.597958863,-990
1992,11,new york,new york 12,267,republican,583,angel diaz,104485,12288,0.117605396,12288,0.117605396,-990
1992,11,ohio,ohio 10,309,write-in,4998,-990,240239,18,7.49E-05,18,7.49E-05,-990
1992,11,new york,new york 26,281,republican,583,bob moppert,266740,98389,0.368857324,98389,0.368857324,-990
1992,11,minnesota,minnesota 7,216,independent-republican,343,bernie omann,265524,130396,0.491089314,130396,0.491089314,-990
1992,11,wisconsin,wisconsin 1,426,republican,583,mark w. neumann,256280,104352,0.407179654,104352,0.407179654,-990
1992,11,louisiana,louisiana 5,171,democrat,180,jerry huckaby,243580,90079,0.369812787,90079,0.369812787,-990
1992,11,new york,new york 17,272,natural law,457,nana laluz,166357,1592,0.009569781,1592,0.009569781,-990
1992,11,new mexico,new mexico 1,253,democrat,180,robert j. aragon,205214,76600,0.373268872,76600,0.373268872,-990
1992,11,missouri,missouri 7,229,democrat,180,thomas patrick (pat) deaton,260065,99762,0.383604109,99762,0.383604109,-990
1992,11,california,california 49,67,peace and freedom,496,milton zaslow,248898,4738,0.019035911,4738,0.019035911,-990
1992,11,massachusetts,massachusetts 9,192,independent,6030,lawrence c. mackin,253634,15637,0.06165183,15637,0.06165183,-990
1992,11,new york,new york 26,281,scattering,4000,-990,266740,29624,0.111059457,29624,0.111059457,-990
1992,11,indiana,indiana 6,147,democrat,180,natalie m. bruner,258455,71952,0.278392762,71952,0.278392762,-990
1992,11,new york,new york 21,276,right-to-life,592,william j. donnelly,297006,7723,0.026002841,7723,0.026002841,-990
1992,11,california,california 6,24,republican,583,bill filante,291786,98171,0.33644864,98171,0.33644864,-990
1992,11,new mexico,new mexico 1,253,republican,583,steven schiff,205214,128426,0.625814974,128426,0.625814974,-990
1992,11,wisconsin,wisconsin 6,431,democrat,180,peggy a. lautenschlager,272137,128232,0.471203834,128232,0.471203834,-990
1992,11,tennessee,tennessee 5,364,write-in,4998,-990,187590,22,0.000117277,22,0.000117277,-990
1992,11,utah,utah 3,401,independent,6093,wayne l. hill,229061,5764,0.025163602,5764,0.025163602,-990
1992,11,iowa,iowa 2,153,republican,583,jim nussle,267892,134536,0.502202392,134536,0.502202392,-990
1992,11,north carolina,north carolina 2,288,democrat,180,tim valentine,211569,113693,0.537380219,113693,0.537380219,-990
1992,11,california,california 40,58,peace and freedom,496,margie akin,205283,11839,0.057671603,11839,0.057671603,-990
1992,11,idaho,idaho 2,121,democrat,180,j. d. williams,229957,81450,0.354196668,81450,0.354196668,-990
1992,11,ohio,ohio 18,317,democrat,180,douglas applegate,243418,166189,0.682730913,166189,0.682730913,-990
1992,11,indiana,indiana 2,143,independent,6025,"theodore ""ted"" shaver",229295,7821,0.0341089,7821,0.0341089,-990
1992,11,connecticut,connecticut 6,82,republican,583,nancy l. johnson,239597,166967,0.696865976,166967,0.696865976,-990
1992,11,michigan,michigan 8,201,write-in,4998,-990,284707,14,4.92E-05,14,4.92E-05,-990
1992,11,kentucky,kentucky 5,165,democrat,180,john doug hays,211015,95760,0.453806609,95760,0.453806609,-990
1992,11,new jersey,new jersey 9,248,clean up congress,135,peter j. russo,238704,4491,0.018814096,4491,0.018814096,-990
1992,11,new jersey,new jersey 3,242,basic reformed government,82,frank burke,255798,512,0.002001579,512,0.002001579,-990
1992,11,texas,texas 1,369,democrat,180,jim chapman,-992,-992,-992,-992,-992,-992
1992,11,minnesota,minnesota 2,211,democrat-farmer-labor,183,david minge,276403,132156,0.478127956,132156,0.478127956,-990
1992,11,virginia,virginia 7,409,independent,6097,"gerald e. ""jerry"" berg",255375,43267,0.169425353,43267,0.169425353,-990
1992,11,texas,texas 21,389,democrat,180,james m. gaddy,264653,62827,0.237393871,62827,0.237393871,-990
1992,11,missouri,missouri 3,225,democrat,180,richard a. gephardt,271834,174000,0.640096545,174000,0.640096545,-990
1992,11,indiana,indiana 2,143,democrat,180,philip r. sharp,229295,130881,0.570797443,130881,0.570797443,-990
1992,11,illinois,illinois 8,129,independent congressional,288,joe m. dillier,238633,9327,0.039085124,9327,0.039085124,-990
1992,11,california,california 12,30,democrat,180,tom lantos,228407,157205,0.688266993,157205,0.688266993,-990
1992,11,minnesota,minnesota 4,213,natural law,457,lynn marvin johnson,277956,3602,0.012958885,3602,0.012958885,-990
1992,11,washington,washington 3,416,democrat,180,jolene unsoeld,246626,138043,0.559726059,138043,0.559726059,-990
