GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17
5000900US2905,2905,"Congressional District 5 (109th Congress), Missouri",258899,3847,156381,4530,108104,4417,102518,4459,10.0,1.1,5.9,1.1,1.4,0.5,16.9,2.2,6.8,0.9,4.5,1.0,1.5,0.5,11.0,1.6,12.1,0.9,9.0,1.2,5.3,1.0,17.3,1.9,12.1,1.0,11.1,1.3,8.4,1.3,13.7,1.7,16.4,1.2,17.3,1.8,16.8,1.8,16.0,1.8,18.7,1.3,21.2,1.9,24.8,2.2,13.8,1.7,11.4,1.2,14.1,1.6,18.7,2.1,6.7,1.9,8.9,0.9,11.8,1.2,16.0,1.7,3.6,1.2,1.8,0.4,2.7,0.6,3.7,0.9,0.3,0.2,1.8,0.3,2.4,0.5,3.4,0.7,0.7,0.4,42397,1408,51917,1835,66973,1941,28647,1558,54968,1505,64984,1916,79028,2562,37752,1976,25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.2,(X)
5000900US2906,2906,"Congressional District 6 (109th Congress), Missouri",253933,3120,174115,3813,140138,3932,79818,3770,8.0,0.8,3.8,0.8,1.6,0.4,17.9,2.0,5.5,0.6,3.4,0.5,2.1,0.4,11.2,1.4,12.5,0.9,9.7,1.0,7.4,0.9,19.2,1.9,12.2,0.9,10.3,1.0,8.9,1.0,16.6,2.0,16.0,1.0,17.0,1.3,16.8,1.4,13.6,1.8,21.2,1.1,24.1,1.3,25.9,1.5,14.0,1.8,11.4,0.8,14.2,1.1,16.1,1.2,4.6,1.0,9.2,0.7,12.4,1.0,14.8,1.2,1.8,0.7,2.3,0.4,3.1,0.6,3.8,0.7,0.4,0.4,1.6,0.4,2.0,0.5,2.5,0.6,0.7,0.4,45367,1209,55813,1154,62677,1465,26096,1818,57127,1526,66715,1899,74132,2348,34148,2104,20.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.7,(X)
5000900US2907,2907,"Congressional District 7 (109th Congress), Missouri",264985,3271,178142,3774,140449,3541,86843,3632,9.4,0.9,5.2,0.9,2.2,0.7,19.4,2.1,7.2,0.8,4.4,0.8,2.8,0.6,13.7,1.5,16.4,1.2,13.7,1.2,11.0,1.2,23.5,2.7,15.1,1.1,14.3,1.2,13.9,1.4,16.5,2.3,16.5,1.2,16.9,1.2,18.3,1.3,13.3,1.8,18.8,1.2,24.0,1.8,27.1,2.0,8.2,1.6,8.6,1.0,11.1,1.3,12.8,1.4,2.5,0.9,5.5,0.6,7.1,0.9,8.2,1.1,2.1,0.7,1.5,0.4,1.9,0.5,2.2,0.6,0.3,0.2,1.1,0.3,1.3,0.4,1.6,0.5,0.7,0.4,36667,1093,45257,1750,51301,1288,21872,1079,47389,1137,54787,1534,60186,1529,30163,2009,21.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X)
5000900US2908,2908,"Congressional District 8 (109th Congress), Missouri",256087,3599,178599,3912,135640,4420,77488,3056,13.7,1.1,7.5,0.9,2.5,0.6,29.9,2.6,10.4,0.9,7.4,0.9,5.1,0.9,18.0,2.0,17.2,1.1,15.5,1.3,13.5,1.5,22.3,2.2,14.0,1.1,15.6,1.5,15.7,1.4,10.9,1.6,16.8,1.1,18.6,1.3,20.5,1.6,10.9,1.7,16.0,1.0,19.5,1.4,22.8,1.6,6.0,1.3,6.6,0.7,9.0,0.9,11.2,1.2,1.0,0.5,3.6,0.5,4.6,0.7,5.6,0.8,0.8,0.4,0.8,0.2,1.1,0.2,1.3,0.3,0.1,0.1,0.9,0.3,1.2,0.4,1.6,0.5,0.1,0.1,30700,1027,37995,1156,44566,1238,15751,855,40338,1093,47541,1455,54236,1817,21756,952,25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.7,(X)
5000900US2909,2909,"Congressional District 9 (109th Congress), Missouri",252353,3708,169430,3443,133658,4419,82923,3352,9.8,0.9,4.9,0.8,2.3,0.6,21.1,2.3,6.1,0.6,3.7,0.7,2.2,0.5,12.2,1.5,13.3,1.0,10.3,1.1,7.3,1.0,20.3,2.1,14.4,1.3,13.1,1.5,11.2,1.4,16.7,2.3,17.0,1.1,17.7,1.3,17.7,1.4,14.8,1.8,19.9,1.3,24.5,1.8,28.3,2.1,9.2,1.4,9.6,0.8,12.5,1.1,14.8,1.3,3.5,1.1,6.7,0.7,9.1,1.0,11.2,1.3,1.4,0.6,1.8,0.4,2.5,0.6,3.0,0.7,0.3,0.2,1.4,0.3,1.7,0.4,2.0,0.5,0.6,0.5,40645,1034,50228,1163,56210,1589,22607,1371,50989,1179,60517,1646,67957,1815,29644,1774,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.0,(X)
5000900US3000,3000,"Congressional District (at Large) (109th Congress), Montana",368268,2828,236793,4302,191961,4577,131475,4161,9.2,0.7,5.1,0.7,2.4,0.5,17.7,1.7,7.9,0.6,4.7,0.7,2.6,0.4,14.0,1.3,14.5,0.8,11.0,0.8,9.1,0.9,22.1,1.7,13.5,0.8,13.1,0.9,11.9,0.8,13.9,1.3,16.9,0.9,18.3,1.2,19.3,1.3,13.7,1.3,20.4,0.8,24.7,1.1,27.5,1.3,12.0,1.5,9.0,0.7,11.7,0.9,13.7,1.0,3.5,0.9,6.0,0.6,7.7,0.7,9.2,0.9,2.3,0.6,1.3,0.2,1.7,0.4,2.1,0.4,0.4,0.3,1.4,0.3,1.8,0.4,2.2,0.5,0.5,0.3,39301,965,47959,1287,53369,1078,22954,1221,50094,1123,58774,1621,65388,1856,32340,1727,21.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.7,(X)
5000900US3101,3101,"Congressional District 1 (109th Congress), Nebraska",234464,2850,154231,3935,127333,3936,80233,3349,7.9,0.9,4.0,0.7,1.4,0.5,16.6,2.2,5.6,0.6,2.3,0.6,1.1,0.4,12.6,1.4,12.1,1.0,7.4,0.9,5.7,0.8,21.7,2.3,12.3,1.0,9.7,1.1,8.7,1.0,17.8,1.8,15.5,1.1,16.5,1.4,16.6,1.5,13.4,1.5,23.3,1.2,29.0,1.5,30.9,1.7,11.5,1.8,11.6,0.9,15.2,1.3,17.1,1.5,4.2,1.2,8.0,0.7,11.1,1.1,12.8,1.3,1.2,0.6,1.8,0.3,2.5,0.5,2.9,0.6,0.4,0.3,1.8,0.3,2.4,0.5,2.8,0.6,0.6,0.3,46294,1161,57755,1292,62120,1375,24513,1330,56363,1298,68254,1886,74253,2205,31716,1520,18.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.3,(X)
5000900US3102,3102,"Congressional District 2 (109th Congress), Nebraska",233146,2457,146895,3264,107848,3390,86251,3245,8.1,1.0,5.6,1.0,0.8,0.3,14.0,1.8,5.1,0.7,3.1,0.6,0.7,0.3,9.5,1.5,11.1,1.0,7.5,1.0,4.9,1.0,18.0,2.1,12.0,1.1,8.5,1.0,6.0,0.9,17.6,2.2,15.4,0.9,13.8,1.1,13.0,1.3,17.4,2.0,20.3,1.2,22.8,1.4,24.7,1.6,15.4,1.9,12.7,1.0,17.2,1.3,21.9,1.5,4.0,1.0,10.6,0.7,14.9,1.1,19.1,1.3,2.6,0.7,2.7,0.4,3.8,0.6,5.1,0.8,0.8,0.4,2.1,0.4,2.9,0.6,3.8,0.7,0.7,0.5,48277,1388,61449,1614,74851,1585,29630,1609,61636,1854,74168,2502,88021,3075,37908,2835,21.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X)
5000900US3103,3103,"Congressional District 3 (109th Congress), Nebraska",227982,2619,154003,3527,129109,3426,73979,2683,8.1,0.7,4.5,0.6,1.9,0.4,17.5,1.8,7.9,0.7,3.7,0.6,2.2,0.4,16.0,1.6,14.8,1.0,11.1,1.0,9.4,0.9,23.6,2.0,15.5,0.9,14.4,1.1,13.4,1.2,18.0,2.1,17.1,1.1,19.4,1.2,20.7,1.3,11.5,1.6,20.5,1.1,25.5,1.4,28.2,1.5,9.2,1.3,8.9,0.6,12.0,0.9,13.6,1.1,2.0,0.5,5.2,0.5,6.8,0.7,7.7,0.8,1.7,0.6,1.0,0.2,1.5,0.3,1.7,0.4,0.1,0.2,0.9,0.3,1.2,0.3,1.4,0.4,0.3,0.2,37585,1084,47516,1257,51587,953,21491,1014,47016,1041,55331,1299,60124,1362,28088,1251,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
5000900US3201,3201,"Congressional District 1 (109th Congress), Nevada",279659,6296,176478,5756,119374,5117,103181,4994,8.5,1.0,5.9,1.2,2.3,0.7,14.0,1.9,5.4,0.8,3.4,0.9,2.5,1.0,9.0,1.6,13.1,1.2,11.0,1.5,7.8,1.3,18.6,2.2,12.9,1.3,11.8,1.7,9.7,1.5,15.6,2.3,15.8,1.3,16.0,1.6,15.2,1.4,15.8,2.0,19.6,1.5,21.1,1.8,24.5,2.4,14.4,2.6,11.8,1.2,14.0,1.5,16.4,1.8,7.5,1.9,9.4,1.1,12.3,1.6,15.7,2.0,4.0,1.1,2.0,0.4,2.2,0.5,2.9,0.7,0.9,0.4,1.7,0.4,2.3,0.6,3.1,0.8,0.4,0.3,43654,2310,51807,2567,61483,2458,30059,1888,57991,2057,66340,3220,77465,3910,39675,2017,25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
5000900US3202,3202,"Congressional District 2 (109th Congress), Nevada",289889,3328,190400,4323,151346,4939,99489,4475,7.2,1.1,4.4,1.0,2.2,0.9,13.3,2.1,5.8,0.8,3.2,1.0,2.1,1.0,11.3,1.7,12.3,1.0,9.4,1.3,6.8,1.2,20.0,2.1,11.1,1.1,10.5,1.2,9.9,1.4,12.0,1.8,15.4,1.2,16.7,1.5,15.9,1.5,12.8,1.6,20.0,1.3,21.4,1.7,22.7,1.8,16.4,1.9,13.6,1.0,15.8,1.3,18.0,1.4,8.0,1.4,9.9,0.8,12.3,1.1,14.8,1.4,4.6,1.0,2.1,0.4,2.8,0.6,3.4,0.7,0.7,0.5,2.7,0.5,3.5,0.7,4.2,0.8,0.9,0.3,48107,1462,56365,1615,64030,2088,29820,1955,61378,1976,70452,2731,78403,3239,41004,1932,24.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X)
5000900US3203,3203,"Congressional District 3 (109th Congress), Nevada",337171,6176,222413,6104,160078,5599,114758,4778,5.2,0.8,3.5,0.9,1.4,0.6,9.6,1.7,4.4,0.7,2.1,0.6,1.4,0.8,9.0,1.7,8.5,1.0,6.7,1.2,4.7,1.4,13.2,1.6,11.3,1.0,10.5,1.1,7.3,1.1,15.4,2.2,16.5,1.1,15.2,1.2,14.5,1.3,18.5,2.0,21.7,1.4,24.5,1.8,25.0,1.9,16.3,2.0,13.5,0.9,14.7,1.2,16.8,1.4,8.9,1.3,12.8,0.9,15.5,1.2,19.4,1.5,6.0,1.3,3.4,0.5,4.0,0.8,4.9,0.9,1.6,0.6,2.9,0.5,3.4,0.6,4.4,0.7,1.6,0.8,53669,1447,61255,1268,70026,2326,36472,1546,68826,2062,76691,2756,87413,3387,48841,3161,24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X)
5000900US3301,3301,"Congressional District 1 (109th Congress), New Hampshire",253868,3255,170740,3836,135608,4358,83128,3941,5.6,0.8,2.9,0.7,0.9,0.4,12.2,1.9,4.0,0.7,2.2,0.7,1.1,0.6,8.6,1.6,8.2,0.9,6.2,1.0,3.8,0.8,13.6,1.9,10.5,0.9,8.1,0.9,6.6,1.0,16.0,2.1,13.9,1.0,13.5,1.2,11.7,1.4,14.8,1.8,21.8,1.2,22.4,1.4,23.8,1.7,19.5,2.0,14.7,1.0,17.3,1.2,20.1,1.5,8.7,1.7,13.7,1.0,17.9,1.3,20.5,1.7,3.9,0.9,4.3,0.6,5.3,0.8,6.3,0.9,1.7,0.9,3.1,0.5,4.1,0.7,5.0,0.9,1.0,0.4,58828,2149,68667,1546,76985,1959,34662,1796,70424,1714,80892,2364,89789,2599,45065,2209,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X)
5000900US3302,3302,"Congressional District 2 (109th Congress), New Hampshire",243186,3837,166875,4162,134384,4639,76311,3433,6.0,0.8,2.9,0.7,0.9,0.3,13.5,1.9,4.9,0.7,2.7,0.6,1.5,0.4,10.5,1.9,8.7,1.1,5.2,0.8,3.7,0.8,16.9,2.5,9.3,0.9,7.7,1.0,6.0,1.0,14.9,1.8,15.2,1.1,15.2,1.4,13.5,1.6,15.7,1.8,22.8,1.4,24.9,1.7,26.8,1.8,16.4,2.2,14.8,1.1,17.6,1.3,19.8,1.5,7.0,1.3,11.6,0.9,15.1,1.2,17.7,1.5,3.3,0.9,3.6,0.5,4.6,0.7,5.4,0.9,1.0,0.4,3.1,0.5,4.0,0.7,4.6,0.8,0.8,0.4,55427,1159,65494,2372,72564,1686,30679,1742,68006,1633,79465,2361,87251,2605,39578,1715,24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
5000900US3401,3401,"Congressional District 1 (109th Congress), New Jersey",245622,3452,166306,4417,117142,3876,79316,4762,7.3,1.0,4.5,0.8,1.6,0.5,14.0,2.3,6.1,0.8,4.0,1.0,1.2,0.5,11.1,1.4,9.7,1.1,6.9,1.1,4.9,1.1,15.8,2.3,8.9,0.9,7.5,1.0,5.5,0.8,12.5,2.0,13.7,1.1,14.2,1.4,11.5,1.4,14.5,2.0,21.0,1.6,21.2,1.8,23.3,2.1,19.5,2.6,14.4,1.3,16.4,1.5,18.6,1.8,8.4,2.0,13.2,1.1,17.8,1.5,23.3,1.9,2.6,0.8,3.6,0.5,4.7,0.7,6.4,1.0,1.1,0.5,2.1,0.4,2.8,0.5,3.7,0.8,0.5,0.4,54333,2137,63743,2726,77003,2359,31241,2640,65103,1533,75471,1858,88753,2428,40115,2201,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.4,(X)
5000900US3402,3402,"Congressional District 2 (109th Congress), New Jersey",251498,4085,171525,4704,124542,4095,79973,3985,7.4,1.0,4.7,1.0,1.3,0.6,15.2,2.3,4.8,0.6,2.6,0.5,1.4,0.4,10.2,1.6,11.2,1.1,8.1,1.3,5.1,1.0,18.4,2.1,10.0,0.9,8.4,1.0,6.4,0.9,14.2,1.9,14.8,1.0,14.7,1.2,13.7,1.3,14.9,2.1,20.2,1.3,22.6,1.8,23.5,2.0,14.2,1.8,12.7,1.0,14.8,1.2,17.8,1.6,7.0,1.4,12.3,1.0,15.5,1.3,19.5,1.5,4.4,1.2,3.7,0.6,4.9,0.9,6.4,1.1,0.7,0.4,2.9,0.5,3.7,0.7,4.9,1.0,0.8,0.6,51534,1113,61177,1666,73260,2231,29036,1740,65751,1432,76548,2396,89041,2772,38734,1946,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X)
5000900US3403,3403,"Congressional District 3 (109th Congress), New Jersey",263123,4087,184836,4475,153502,4164,78287,4148,3.7,0.6,2.3,0.6,1.2,0.4,7.4,1.4,4.3,0.7,1.6,0.4,0.8,0.3,11.3,2.3,8.5,0.8,4.8,0.8,3.4,0.7,17.7,2.2,8.6,0.8,7.1,0.9,5.2,0.9,13.1,1.8,13.4,1.1,11.4,1.2,11.0,1.3,18.3,2.6,20.1,1.4,21.5,1.6,21.6,1.8,16.8,2.1,14.7,1.1,17.4,1.5,18.8,1.7,7.3,1.4,16.4,1.3,20.6,1.5,22.8,1.8,5.8,1.8,5.6,0.7,7.1,0.9,7.9,1.0,1.6,0.7,4.7,0.6,6.3,0.7,7.3,0.9,0.7,0.3,63347,1988,76701,2157,83341,2396,35277,1931,80313,1968,93784,2271,101458,2689,45755,2328,23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X)
5000900US3404,3404,"Congressional District 4 (109th Congress), New Jersey",255394,5603,180979,5310,141737,4871,74415,3597,4.7,0.8,2.4,0.6,1.2,0.5,11.2,2.3,6.0,0.9,2.6,0.7,1.7,0.6,14.8,2.4,9.3,0.8,7.2,1.0,4.2,0.7,16.4,2.0,8.5,0.8,7.4,1.0,5.9,0.8,11.9,1.8,12.1,1.0,10.1,1.0,9.3,1.2,16.9,2.1,19.5,1.2,20.5,1.4,19.9,1.6,15.5,2.0,14.1,1.0,16.7,1.2,18.0,1.5,6.7,1.5,15.7,1.2,20.2,1.6,23.9,1.8,4.3,1.1,5.5,0.7,7.3,0.9,9.0,1.2,0.9,0.4,4.5,0.7,5.7,0.9,6.9,1.1,1.3,0.6,61964,1872,74767,1878,83935,2034,30900,2385,77218,2290,89259,2429,99769,2679,43442,4515,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.0,(X)
5000900US3405,3405,"Congressional District 5 (109th Congress), New Jersey",236061,4010,179796,4272,153154,4232,56265,3178,3.3,0.5,1.7,0.5,1.1,0.4,8.3,1.6,2.5,0.5,0.7,0.3,0.6,0.3,8.4,1.7,6.4,0.8,3.8,0.7,2.5,0.6,15.0,2.2,5.6,0.6,4.7,0.7,3.6,0.7,9.3,1.4,10.6,1.2,8.8,1.2,7.0,1.0,16.3,3.4,17.6,1.0,16.7,1.2,15.9,1.3,21.4,2.8,14.3,1.1,15.7,1.2,16.0,1.2,9.0,2.0,20.6,1.3,24.7,1.6,26.8,1.7,7.4,1.6,8.5,0.9,10.1,1.1,11.4,1.3,2.3,0.8,10.6,1.0,13.1,1.3,15.0,1.5,2.7,1.2,82465,2463,96489,2671,103913,2182,42347,3930,108747,3592,124677,4405,135003,4799,55726,4351,24.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.1,(X)
5000900US3406,3406,"Congressional District 6 (109th Congress), New Jersey",238380,5633,154864,5488,113894,4611,83516,4026,6.4,0.9,3.4,0.8,1.3,0.5,12.5,2.1,4.5,0.8,2.5,0.7,1.3,0.7,9.2,1.6,9.4,1.2,6.3,1.2,5.0,1.2,15.8,2.1,8.4,1.1,6.3,1.2,4.6,1.0,11.1,1.9,12.7,1.1,11.4,1.5,10.3,1.6,15.7,2.5,19.2,1.3,21.2,1.7,20.6,1.9,16.2,2.3,14.6,1.1,16.7,1.4,18.0,1.6,9.4,1.8,15.5,1.2,20.3,1.5,23.8,1.8,5.6,1.1,5.4,0.7,7.5,1.0,9.6,1.4,1.7,0.7,4.0,0.6,4.5,0.7,5.4,0.8,2.8,1.5,60442,1744,72659,3477,83237,2721,36029,2211,75268,2113,87325,2577,98248,3393,50753,4279,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X)
5000900US3407,3407,"Congressional District 7 (109th Congress), New Jersey",231964,5551,172759,4617,143779,4283,59205,4225,3.2,0.8,1.0,0.4,0.4,0.2,10.3,2.9,2.7,0.5,1.3,0.5,0.8,0.4,7.5,1.5,5.7,0.7,4.3,0.9,2.8,0.9,10.6,1.8,5.3,0.6,3.5,0.5,3.0,0.6,11.1,1.9,10.5,1.0,8.7,0.9,7.6,0.9,15.8,2.8,16.6,1.2,15.8,1.3,13.9,1.3,18.8,2.8,14.4,1.3,15.2,1.4,15.3,1.6,11.2,2.2,20.0,1.3,23.5,1.7,25.7,1.8,9.0,1.8,9.7,0.8,12.1,1.1,13.6,1.2,3.0,1.1,11.9,1.0,14.7,1.2,17.0,1.3,2.7,1.0,85336,2360,100300,2892,108822,2362,44952,3958,112336,3466,128954,4519,140342,4705,59457,4288,26.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
5000900US3408,3408,"Congressional District 8 (109th Congress), New Jersey",224830,4115,159876,4275,107690,4524,64954,3940,8.8,1.1,6.2,1.3,2.9,1.0,16.4,2.4,4.9,0.7,3.5,0.9,2.7,1.0,9.2,1.8,9.5,1.0,7.5,1.2,4.5,1.2,14.7,2.1,8.3,0.9,8.6,1.3,7.0,1.4,9.7,2.0,13.6,1.5,12.7,1.7,10.6,1.9,14.5,2.6,17.8,1.4,17.2,1.4,17.0,1.6,18.1,2.7,12.7,1.4,13.9,1.9,15.5,2.0,8.7,2.0,13.1,1.0,15.9,1.3,20.1,2.0,6.1,1.5,5.7,0.7,7.2,0.9,9.6,1.4,1.4,0.6,5.5,0.7,7.2,1.0,10.1,1.4,1.1,0.6,55960,2891,64805,3652,84038,4872,34991,2490,77081,2458,88600,3605,106929,5120,45546,2611,25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X)
5000900US3409,3409,"Congressional District 9 (109th Congress), New Jersey",252349,5420,161657,5223,119856,4711,90692,5596,6.3,1.0,3.5,0.8,1.9,0.6,12.0,2.4,5.2,0.9,2.4,0.9,1.5,0.6,10.3,2.0,8.8,1.1,7.0,1.3,4.3,1.0,13.2,2.1,9.8,1.2,8.6,1.4,7.3,1.4,12.2,2.0,14.2,1.2,13.5,1.5,12.3,1.7,15.2,2.2,18.6,1.5,17.9,2.0,18.7,2.4,18.8,2.5,12.7,1.3,14.8,1.5,15.6,1.7,8.5,1.9,15.0,1.2,19.8,1.8,22.8,2.2,6.4,1.3,4.9,0.6,6.3,0.9,7.9,1.2,1.9,0.7,4.6,0.7,6.2,1.0,7.7,1.3,1.6,0.7,56635,2033,70485,3126,81142,3945,36420,2018,75333,2327,88660,3302,99508,3897,49101,2940,26.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X)
5000900US3410,3410,"Congressional District 10 (109th Congress), New Jersey",228764,5580,149834,5028,75809,3795,78930,4956,13.5,1.5,8.4,1.2,2.1,0.9,25.3,3.1,7.6,1.2,5.3,1.4,3.3,1.9,13.3,2.5,11.5,1.4,10.6,1.6,7.0,2.0,14.6,2.4,9.9,1.2,10.3,1.6,5.9,1.4,11.3,2.2,15.2,1.3,14.7,1.7,14.0,2.7,13.6,1.9,17.5,1.4,18.7,2.0,20.4,2.4,12.4,2.1,10.5,1.2,13.9,1.7,18.5,2.9,4.4,1.2,9.7,1.2,11.5,1.5,17.7,2.3,3.8,1.7,2.4,0.5,3.3,0.7,5.4,1.2,0.7,0.5,2.3,0.5,3.1,0.7,5.7,1.3,0.5,0.3,41284,1620,50732,3041,71104,4748,22039,2249,55531,1987,64492,2329,85838,4157,33563,2999,37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X)
5000900US3411,3411,"Congressional District 11 (109th Congress), New Jersey",237872,3890,173399,4319,147780,4437,64473,3308,2.5,0.5,0.8,0.2,0.5,0.2,7.9,1.8,3.1,0.7,0.9,0.5,0.5,0.4,9.1,2.2,5.9,0.8,3.9,1.0,2.6,0.9,11.8,1.9,5.8,0.8,4.5,0.8,4.0,0.7,9.7,1.7,8.1,1.1,5.9,1.2,4.6,1.0,14.0,2.2,17.0,1.6,16.6,1.6,15.0,1.6,18.1,2.7,14.4,1.1,14.8,1.3,14.7,1.2,14.0,2.1,20.8,1.3,24.4,1.5,26.3,1.6,9.7,1.8,9.5,0.8,11.8,1.1,13.2,1.2,3.0,1.3,12.8,0.9,16.3,1.2,18.7,1.4,2.9,1.0,86865,2772,103698,2557,112196,3088,46534,3568,116723,3979,136412,5112,147793,5785,61021,3851,25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X)
